ts,kwd_no
2025-11-13 16:33:02,F394
2025-11-13 16:33:02,G007
2025-11-13 16:33:02,G010
2025-11-13 16:33:02,G020
2025-11-13 16:33:02,G077
2025-11-13 16:33:02,G094
2025-11-13 16:33:02,G095
2025-11-13 16:33:02,G109
2025-11-13 16:33:02,I014
2025-11-13 16:33:02,I049
2025-11-13 16:33:02,I050
2025-11-13 16:33:02,I051
2025-11-13 16:33:02,I052
2025-11-13 16:33:02,I053
2025-11-13 16:33:02,I095
2025-11-13 16:33:02,I096
2025-11-13 16:33:02,I100
2025-11-13 16:33:02,I111
2025-11-13 16:33:02,I123
2025-11-13 16:33:02,I144
2025-11-13 16:33:02,I149
2025-11-13 16:33:02,I178
2025-11-13 16:33:02,I182
2025-11-13 16:33:02,I183
2025-11-13 16:33:02,I184
2025-11-13 16:33:02,I185
2025-11-13 16:33:02,I186
2025-11-13 16:33:02,I187
2025-11-13 16:33:02,I188
2025-11-13 16:33:02,I189
2025-11-13 16:33:02,I190
2025-11-13 16:33:02,I191
2025-11-13 16:33:02,I192
2025-11-13 16:33:02,I204
2025-11-13 16:33:02,I205
2025-11-13 16:33:02,I216
2025-11-13 16:33:02,I231
2025-11-13 16:33:02,I242
2025-11-13 16:33:02,I243
2025-11-13 16:33:02,I244
2025-11-13 16:33:02,I254
2025-11-13 16:33:02,I258
2025-11-13 16:33:02,I259
2025-11-13 16:33:02,I260
2025-11-13 16:33:02,I261
2025-11-13 16:33:02,JP023
2025-11-13 16:33:02,JP024
2025-11-13 16:33:02,JP025
2025-11-13 16:33:02,JP026
2025-11-13 16:33:02,JP027
2025-11-13 16:33:02,JP032
2025-11-13 16:33:02,JP033
2025-11-13 16:33:02,JP059
2025-11-13 16:33:02,JP060
2025-11-13 16:33:02,JP061
2025-11-13 16:33:02,JP062
2025-11-13 16:33:02,JP063
2025-11-13 16:33:02,JP064
2025-11-13 16:33:02,JP065
2025-11-13 16:33:02,JP066
2025-11-13 16:33:02,US005
2025-11-13 16:33:02,US012
2025-11-13 16:35:55,I014
2025-11-13 16:35:55,I049
2025-11-13 16:35:55,I050
2025-11-13 16:35:55,I051
2025-11-13 16:35:55,I052
2025-11-13 16:35:55,I053
2025-11-13 16:35:55,I095
2025-11-13 16:35:55,I096
2025-11-13 16:35:55,I100
2025-11-13 16:35:55,I111
2025-11-13 16:35:55,I123
2025-11-13 16:35:55,I144
2025-11-13 16:35:55,I149
2025-11-13 16:35:55,I178
2025-11-13 16:35:55,I182
2025-11-13 16:35:55,I183
2025-11-13 16:35:55,I184
2025-11-13 16:35:55,I185
2025-11-13 16:35:55,I186
2025-11-13 16:35:55,I187
2025-11-13 16:35:55,I188
2025-11-13 16:35:55,I189
2025-11-13 16:35:55,I190
2025-11-13 16:35:55,I191
2025-11-13 16:35:55,I192
2025-11-13 16:35:55,I204
2025-11-13 16:35:55,I205
2025-11-13 16:35:55,I216
2025-11-13 16:35:55,I231
2025-11-13 16:35:55,I242
2025-11-13 16:35:55,I243
2025-11-13 16:35:55,I244
2025-11-13 16:35:55,I254
2025-11-13 16:35:55,I258
2025-11-13 16:35:55,I259
2025-11-13 16:35:55,I260
2025-11-13 16:35:55,I261
2025-11-13 16:37:17,B036
2025-11-13 16:37:17,B037
2025-11-13 16:37:17,B110
2025-11-13 16:37:17,B111
2025-11-13 16:37:17,B112
2025-11-13 16:37:17,B113
2025-11-13 16:37:17,B114
2025-11-13 16:37:17,B115
2025-11-13 16:37:17,B141
2025-11-13 16:37:17,B160
2025-11-13 16:37:17,B168
2025-11-13 16:37:17,B169
2025-11-13 16:37:17,B174
2025-11-13 16:37:17,B180
2025-11-13 16:37:17,B199
2025-11-13 16:37:17,B200
2025-11-13 16:37:17,B201
2025-11-13 16:37:17,B202
2025-11-13 16:37:17,B203
2025-11-13 16:37:17,B214
2025-11-13 16:37:17,B220
2025-11-13 16:37:17,B221
2025-11-13 16:37:17,B247
2025-11-13 16:37:17,B248
2025-11-13 16:37:17,B249
2025-11-13 16:37:17,B304
2025-11-13 16:37:17,B305
2025-11-13 16:37:17,B306
2025-11-13 16:37:17,B307
2025-11-13 16:37:17,B308
2025-11-13 16:37:17,B309
2025-11-13 16:37:17,B310
2025-11-13 16:37:17,B311
2025-11-13 16:37:17,B312
2025-11-13 16:37:17,B313
2025-11-13 16:37:17,B314
2025-11-13 16:37:17,B315
2025-11-13 16:37:17,B316
2025-11-13 16:37:17,B332
2025-11-13 16:37:17,B341
2025-11-13 16:37:17,B342
2025-11-13 16:37:17,B343
2025-11-13 16:37:17,B344
2025-11-13 16:37:17,B345
2025-11-13 16:37:17,B346
2025-11-13 16:37:17,B347
2025-11-13 16:37:17,B348
2025-11-13 16:37:17,B349
2025-11-13 16:37:17,B353
2025-11-13 16:37:17,F081
2025-11-13 16:37:17,F175
2025-11-13 16:37:17,F187
2025-11-13 16:37:17,F292
2025-11-13 16:37:17,F293
2025-11-13 16:37:17,F294
2025-11-13 16:37:17,F295
2025-11-13 16:37:17,F394
2025-11-13 16:37:17,G007
2025-11-13 16:37:17,G010
2025-11-13 16:37:17,G020
2025-11-13 16:37:17,G077
2025-11-13 16:37:17,G094
2025-11-13 16:37:17,G095
2025-11-13 16:37:17,G109
2025-11-13 16:37:17,I014
2025-11-13 16:37:17,I049
2025-11-13 16:37:17,I050
2025-11-13 16:37:17,I051
2025-11-13 16:37:17,I052
2025-11-13 16:37:17,I053
2025-11-13 16:37:17,I095
2025-11-13 16:37:17,I096
2025-11-13 16:37:17,I100
2025-11-13 16:37:17,I111
2025-11-13 16:37:17,I123
2025-11-13 16:37:17,I144
2025-11-13 16:37:17,I149
2025-11-13 16:37:17,I178
2025-11-13 16:37:17,I182
2025-11-13 16:37:17,I183
2025-11-13 16:37:17,I184
2025-11-13 16:37:17,I185
2025-11-13 16:37:17,I186
2025-11-13 16:37:17,I187
2025-11-13 16:37:17,I188
2025-11-13 16:37:17,I189
2025-11-13 16:37:17,I190
2025-11-13 16:37:17,I191
2025-11-13 16:37:17,I192
2025-11-13 16:37:17,I204
2025-11-13 16:37:17,I205
2025-11-13 16:37:17,I216
2025-11-13 16:37:17,I231
2025-11-13 16:37:17,I242
2025-11-13 16:37:17,I243
2025-11-13 16:37:17,I244
2025-11-13 16:37:17,I254
2025-11-13 16:37:17,I258
2025-11-13 16:37:17,I259
2025-11-13 16:37:17,I260
2025-11-13 16:37:17,I261
2025-11-13 16:37:17,JP023
2025-11-13 16:37:17,JP024
2025-11-13 16:37:17,JP025
2025-11-13 16:37:17,JP026
2025-11-13 16:37:17,JP027
2025-11-13 16:37:17,JP032
2025-11-13 16:37:17,JP033
2025-11-13 16:37:17,JP059
2025-11-13 16:37:17,JP060
2025-11-13 16:37:17,JP061
2025-11-13 16:37:17,JP062
2025-11-13 16:37:17,JP063
2025-11-13 16:37:17,JP064
2025-11-13 16:37:17,JP065
2025-11-13 16:37:17,JP066
2025-11-13 16:37:17,US005
2025-11-13 16:37:17,US012
2025-11-13 16:45:23,B036
2025-11-13 16:45:23,B037
2025-11-13 16:45:23,B110
2025-11-13 16:45:23,B111
2025-11-13 16:45:23,B112
2025-11-13 16:45:23,B113
2025-11-13 16:45:23,B114
2025-11-13 16:45:23,B115
2025-11-13 16:45:23,B141
2025-11-13 16:45:23,B160
2025-11-13 16:45:23,B168
2025-11-13 16:45:23,B169
2025-11-13 16:45:23,B174
2025-11-13 16:45:23,B180
2025-11-13 16:45:23,B199
2025-11-13 16:45:23,B200
2025-11-13 16:45:23,B201
2025-11-13 16:45:23,B202
2025-11-13 16:45:23,B203
2025-11-13 16:45:23,B214
2025-11-13 16:45:23,B220
2025-11-13 16:45:23,B221
2025-11-13 16:45:23,B247
2025-11-13 16:45:23,B248
2025-11-13 16:45:23,B249
2025-11-13 16:45:23,B304
2025-11-13 16:45:23,B305
2025-11-13 16:45:23,B306
2025-11-13 16:45:23,B307
2025-11-13 16:45:23,B308
2025-11-13 16:45:23,B309
2025-11-13 16:45:23,B310
2025-11-13 16:45:23,B311
2025-11-13 16:45:23,B312
2025-11-13 16:45:23,B313
2025-11-13 16:45:23,B314
2025-11-13 16:45:23,B315
2025-11-13 16:45:23,B316
2025-11-13 16:45:23,B332
2025-11-13 16:45:23,B341
2025-11-13 16:45:23,B342
2025-11-13 16:45:23,B343
2025-11-13 16:45:23,B344
2025-11-13 16:45:23,B345
2025-11-13 16:45:23,B346
2025-11-13 16:45:23,B347
2025-11-13 16:45:23,B348
2025-11-13 16:45:23,B349
2025-11-13 16:45:23,B353
2025-11-13 16:45:23,F081
2025-11-13 16:45:23,F175
2025-11-13 16:45:23,F187
2025-11-13 16:45:23,F292
2025-11-13 16:45:23,F293
2025-11-13 16:45:23,F294
2025-11-13 16:45:23,F295
2025-11-13 16:45:23,F394
2025-11-13 16:45:23,G007
2025-11-13 16:45:23,G010
2025-11-13 16:45:23,G020
2025-11-13 16:45:23,G077
2025-11-13 16:45:23,G094
2025-11-13 16:45:23,G095
2025-11-13 16:45:23,G109
2025-11-13 16:45:23,I014
2025-11-13 16:45:23,I049
2025-11-13 16:45:23,I050
2025-11-13 16:45:23,I051
2025-11-13 16:45:23,I052
2025-11-13 16:45:23,I053
2025-11-13 16:45:23,I095
2025-11-13 16:45:23,I096
2025-11-13 16:45:23,I100
2025-11-13 16:45:23,I111
2025-11-13 16:45:23,I123
2025-11-13 16:45:23,I144
2025-11-13 16:45:23,I149
2025-11-13 16:45:23,I178
2025-11-13 16:45:23,I182
2025-11-13 16:45:23,I183
2025-11-13 16:45:23,I184
2025-11-13 16:45:23,I185
2025-11-13 16:45:23,I186
2025-11-13 16:45:23,I187
2025-11-13 16:45:23,I188
2025-11-13 16:45:23,I189
2025-11-13 16:45:23,I190
2025-11-13 16:45:23,I191
2025-11-13 16:45:23,I192
2025-11-13 16:45:23,I204
2025-11-13 16:45:23,I205
2025-11-13 16:45:23,I216
2025-11-13 16:45:23,I231
2025-11-13 16:45:23,I242
2025-11-13 16:45:23,I243
2025-11-13 16:45:23,I244
2025-11-13 16:45:23,I254
2025-11-13 16:45:23,I258
2025-11-13 16:45:23,I259
2025-11-13 16:45:23,I260
2025-11-13 16:45:23,I261
2025-11-13 16:45:23,JP023
2025-11-13 16:45:23,JP024
2025-11-13 16:45:23,JP025
2025-11-13 16:45:23,JP026
2025-11-13 16:45:23,JP027
2025-11-13 16:45:23,JP032
2025-11-13 16:45:23,JP033
2025-11-13 16:45:23,JP059
2025-11-13 16:45:23,JP060
2025-11-13 16:45:23,JP061
2025-11-13 16:45:23,JP062
2025-11-13 16:45:23,JP063
2025-11-13 16:45:23,JP064
2025-11-13 16:45:23,JP065
2025-11-13 16:45:23,JP066
2025-11-13 16:45:23,US005
2025-11-13 16:45:23,US012
2025-11-13 18:01:18,B036
2025-11-13 18:01:18,B037
2025-11-13 18:01:18,B110
2025-11-13 18:01:18,B111
2025-11-13 18:01:18,B112
2025-11-13 18:01:18,B113
2025-11-13 18:01:18,B114
2025-11-13 18:01:18,B115
2025-11-13 18:01:18,B141
2025-11-13 18:01:18,B160
2025-11-13 18:01:18,B168
2025-11-13 18:01:18,B169
2025-11-13 18:01:18,B174
2025-11-13 18:01:18,B180
2025-11-13 18:01:18,B199
2025-11-13 18:01:18,B200
2025-11-13 18:01:18,B201
2025-11-13 18:01:18,B202
2025-11-13 18:01:18,B203
2025-11-13 18:01:18,B214
2025-11-13 18:01:18,B220
2025-11-13 18:01:18,B221
2025-11-13 18:01:18,B247
2025-11-13 18:01:18,B248
2025-11-13 18:01:18,B249
2025-11-13 18:01:18,B304
2025-11-13 18:01:18,B305
2025-11-13 18:01:18,B306
2025-11-13 18:01:18,B307
2025-11-13 18:01:18,B308
2025-11-13 18:01:18,B309
2025-11-13 18:01:18,B310
2025-11-13 18:01:18,B311
2025-11-13 18:01:18,B312
2025-11-13 18:01:18,B313
2025-11-13 18:01:18,B314
2025-11-13 18:01:18,B315
2025-11-13 18:01:18,B316
2025-11-13 18:01:18,B332
2025-11-13 18:01:18,B341
2025-11-13 18:01:18,B342
2025-11-13 18:01:18,B343
2025-11-13 18:01:18,B344
2025-11-13 18:01:18,B345
2025-11-13 18:01:18,B346
2025-11-13 18:01:18,B347
2025-11-13 18:01:18,B348
2025-11-13 18:01:18,B349
2025-11-13 18:01:18,B353
2025-11-13 18:01:18,F081
2025-11-13 18:01:18,F175
2025-11-13 18:01:18,F187
2025-11-13 18:01:18,F292
2025-11-13 18:01:18,F293
2025-11-13 18:01:18,F294
2025-11-13 18:01:18,F295
2025-11-13 18:01:18,F394
2025-11-13 18:01:18,G007
2025-11-13 18:01:18,G010
2025-11-13 18:01:18,G020
2025-11-13 18:01:18,G077
2025-11-13 18:01:18,G094
2025-11-13 18:01:18,G095
2025-11-13 18:01:18,G109
2025-11-13 18:01:18,I014
2025-11-13 18:01:18,I049
2025-11-13 18:01:18,I050
2025-11-13 18:01:18,I051
2025-11-13 18:01:18,I052
2025-11-13 18:01:18,I053
2025-11-13 18:01:18,I095
2025-11-13 18:01:18,I096
2025-11-13 18:01:18,I100
2025-11-13 18:01:18,I111
2025-11-13 18:01:18,I123
2025-11-13 18:01:18,I144
2025-11-13 18:01:18,I149
2025-11-13 18:01:18,I178
2025-11-13 18:01:18,I182
2025-11-13 18:01:18,I183
2025-11-13 18:01:18,I184
2025-11-13 18:01:18,I185
2025-11-13 18:01:18,I186
2025-11-13 18:01:18,I187
2025-11-13 18:01:18,I188
2025-11-13 18:01:18,I189
2025-11-13 18:01:18,I190
2025-11-13 18:01:18,I191
2025-11-13 18:01:18,I192
2025-11-13 18:01:18,I204
2025-11-13 18:01:18,I205
2025-11-13 18:01:18,I216
2025-11-13 18:01:18,I231
2025-11-13 18:01:18,I242
2025-11-13 18:01:18,I243
2025-11-13 18:01:18,I244
2025-11-13 18:01:18,I254
2025-11-13 18:01:18,I258
2025-11-13 18:01:18,I259
2025-11-13 18:01:18,I260
2025-11-13 18:01:18,I261
2025-11-13 18:01:18,JP023
2025-11-13 18:01:18,JP024
2025-11-13 18:01:18,JP025
2025-11-13 18:01:18,JP026
2025-11-13 18:01:18,JP027
2025-11-13 18:01:18,JP032
2025-11-13 18:01:18,JP033
2025-11-13 18:01:18,JP059
2025-11-13 18:01:18,JP060
2025-11-13 18:01:18,JP061
2025-11-13 18:01:18,JP062
2025-11-13 18:01:18,JP063
2025-11-13 18:01:18,JP064
2025-11-13 18:01:18,JP065
2025-11-13 18:01:18,JP066
2025-11-13 18:01:18,US005
2025-11-13 18:01:18,US012
2025-11-13 18:08:02,B141
2025-11-13 18:08:02,B247
2025-11-13 18:08:02,B352
2025-11-13 18:08:02,F187
2025-11-13 18:08:02,F394
2025-11-13 18:08:02,G007
2025-11-13 18:08:02,I149
2025-11-13 18:08:02,I264
2025-11-13 18:10:34,B118
2025-11-13 18:10:34,B244
2025-11-13 18:10:54,B036
2025-11-13 18:10:54,B037
2025-11-13 18:10:54,B110
2025-11-13 18:10:54,B111
2025-11-13 18:10:54,B112
2025-11-13 18:10:54,B113
2025-11-13 18:10:54,B114
2025-11-13 18:10:54,B115
2025-11-13 18:10:54,B141
2025-11-13 18:10:54,B160
2025-11-13 18:10:54,B168
2025-11-13 18:10:54,B169
2025-11-13 18:10:54,B174
2025-11-13 18:10:54,B180
2025-11-13 18:10:54,B199
2025-11-13 18:10:54,B200
2025-11-13 18:10:54,B201
2025-11-13 18:10:54,B202
2025-11-13 18:10:54,B203
2025-11-13 18:10:54,B214
2025-11-13 18:10:54,B220
2025-11-13 18:10:54,B221
2025-11-13 18:10:54,B247
2025-11-13 18:10:54,B248
2025-11-13 18:10:54,B249
2025-11-13 18:10:54,B304
2025-11-13 18:10:54,B305
2025-11-13 18:10:54,B306
2025-11-13 18:10:54,B307
2025-11-13 18:10:54,B308
2025-11-13 18:10:54,B309
2025-11-13 18:10:54,B310
2025-11-13 18:10:54,B311
2025-11-13 18:10:54,B312
2025-11-13 18:10:54,B313
2025-11-13 18:10:54,B314
2025-11-13 18:10:54,B315
2025-11-13 18:10:54,B316
2025-11-13 18:10:54,B332
2025-11-13 18:10:54,B341
2025-11-13 18:10:54,B342
2025-11-13 18:10:54,B343
2025-11-13 18:10:54,B344
2025-11-13 18:10:54,B345
2025-11-13 18:10:54,B346
2025-11-13 18:10:54,B347
2025-11-13 18:10:54,B348
2025-11-13 18:10:54,B349
2025-11-13 18:10:54,B353
2025-11-13 18:10:54,F081
2025-11-13 18:10:54,F175
2025-11-13 18:10:54,F187
2025-11-13 18:10:54,F292
2025-11-13 18:10:54,F293
2025-11-13 18:10:54,F294
2025-11-13 18:10:54,F295
2025-11-13 18:10:54,F394
2025-11-13 18:10:54,G007
2025-11-13 18:10:54,G010
2025-11-13 18:10:54,G020
2025-11-13 18:10:54,G077
2025-11-13 18:10:54,G094
2025-11-13 18:10:54,G095
2025-11-13 18:10:54,G109
2025-11-13 18:10:54,I014
2025-11-13 18:10:54,I049
2025-11-13 18:10:54,I050
2025-11-13 18:10:54,I051
2025-11-13 18:10:54,I052
2025-11-13 18:10:54,I053
2025-11-13 18:10:54,I095
2025-11-13 18:10:54,I096
2025-11-13 18:10:54,I100
2025-11-13 18:10:54,I111
2025-11-13 18:10:54,I123
2025-11-13 18:10:54,I144
2025-11-13 18:10:54,I149
2025-11-13 18:10:54,I178
2025-11-13 18:10:54,I182
2025-11-13 18:10:54,I183
2025-11-13 18:10:54,I184
2025-11-13 18:10:54,I185
2025-11-13 18:10:54,I186
2025-11-13 18:10:54,I187
2025-11-13 18:10:54,I188
2025-11-13 18:10:54,I189
2025-11-13 18:10:54,I190
2025-11-13 18:10:54,I191
2025-11-13 18:10:54,I192
2025-11-13 18:10:54,I204
2025-11-13 18:10:54,I205
2025-11-13 18:10:54,I216
2025-11-13 18:10:54,I231
2025-11-13 18:10:54,I242
2025-11-13 18:10:54,I243
2025-11-13 18:10:54,I244
2025-11-13 18:10:54,I254
2025-11-13 18:10:54,I258
2025-11-13 18:10:54,I259
2025-11-13 18:10:54,I260
2025-11-13 18:10:54,I261
2025-11-13 18:10:54,JP023
2025-11-13 18:10:54,JP024
2025-11-13 18:10:54,JP025
2025-11-13 18:10:54,JP026
2025-11-13 18:10:54,JP027
2025-11-13 18:10:54,JP032
2025-11-13 18:10:54,JP033
2025-11-13 18:10:54,JP059
2025-11-13 18:10:54,JP060
2025-11-13 18:10:54,JP061
2025-11-13 18:10:54,JP062
2025-11-13 18:10:54,JP063
2025-11-13 18:10:54,JP064
2025-11-13 18:10:54,JP065
2025-11-13 18:10:54,JP066
2025-11-13 18:10:54,US005
2025-11-13 18:10:54,US012
2025-11-13 18:17:02,B036
2025-11-13 18:17:02,B037
2025-11-13 18:17:02,B110
2025-11-13 18:17:02,B111
2025-11-13 18:17:02,B112
2025-11-13 18:17:02,B113
2025-11-13 18:17:02,B114
2025-11-13 18:17:02,B115
2025-11-13 18:17:02,B141
2025-11-13 18:17:02,B160
2025-11-13 18:17:02,B168
2025-11-13 18:17:02,B169
2025-11-13 18:17:02,B174
2025-11-13 18:17:02,B180
2025-11-13 18:17:02,B199
2025-11-13 18:17:02,B200
2025-11-13 18:17:02,B201
2025-11-13 18:17:02,B202
2025-11-13 18:17:02,B203
2025-11-13 18:17:02,B214
2025-11-13 18:17:02,B220
2025-11-13 18:17:02,B221
2025-11-13 18:17:02,B247
2025-11-13 18:17:02,B248
2025-11-13 18:17:02,B249
2025-11-13 18:17:02,B304
2025-11-13 18:17:02,B305
2025-11-13 18:17:02,B306
2025-11-13 18:17:02,B307
2025-11-13 18:17:02,B308
2025-11-13 18:17:02,B309
2025-11-13 18:17:02,B310
2025-11-13 18:17:02,B311
2025-11-13 18:17:02,B312
2025-11-13 18:17:02,B313
2025-11-13 18:17:02,B314
2025-11-13 18:17:02,B315
2025-11-13 18:17:02,B316
2025-11-13 18:17:02,B332
2025-11-13 18:17:02,B341
2025-11-13 18:17:02,B342
2025-11-13 18:17:02,B343
2025-11-13 18:17:02,B344
2025-11-13 18:17:02,B345
2025-11-13 18:17:02,B346
2025-11-13 18:17:02,B347
2025-11-13 18:17:02,B348
2025-11-13 18:17:02,B349
2025-11-13 18:17:02,B353
2025-11-13 18:17:02,F081
2025-11-13 18:17:02,F175
2025-11-13 18:17:02,F187
2025-11-13 18:17:02,F292
2025-11-13 18:17:02,F293
2025-11-13 18:17:02,F294
2025-11-13 18:17:02,F295
2025-11-13 18:17:02,F394
2025-11-13 18:17:02,G007
2025-11-13 18:17:02,G010
2025-11-13 18:17:02,G020
2025-11-13 18:17:02,G077
2025-11-13 18:17:02,G094
2025-11-13 18:17:02,G095
2025-11-13 18:17:02,G109
2025-11-13 18:17:02,I014
2025-11-13 18:17:02,I049
2025-11-13 18:17:02,I050
2025-11-13 18:17:02,I051
2025-11-13 18:17:02,I052
2025-11-13 18:17:02,I053
2025-11-13 18:17:02,I095
2025-11-13 18:17:02,I096
2025-11-13 18:17:02,I100
2025-11-13 18:17:02,I111
2025-11-13 18:17:02,I123
2025-11-13 18:17:02,I144
2025-11-13 18:17:02,I149
2025-11-13 18:17:02,I178
2025-11-13 18:17:02,I182
2025-11-13 18:17:02,I183
2025-11-13 18:17:02,I184
2025-11-13 18:17:02,I185
2025-11-13 18:17:02,I186
2025-11-13 18:17:02,I187
2025-11-13 18:17:02,I188
2025-11-13 18:17:02,I189
2025-11-13 18:17:02,I190
2025-11-13 18:17:02,I191
2025-11-13 18:17:02,I192
2025-11-13 18:17:02,I204
2025-11-13 18:17:02,I205
2025-11-13 18:17:02,I216
2025-11-13 18:17:02,I231
2025-11-13 18:17:02,I242
2025-11-13 18:17:02,I243
2025-11-13 18:17:02,I244
2025-11-13 18:17:02,I254
2025-11-13 18:17:02,I258
2025-11-13 18:17:02,I259
2025-11-13 18:17:02,I260
2025-11-13 18:17:02,I261
2025-11-13 18:17:02,JP023
2025-11-13 18:17:02,JP024
2025-11-13 18:17:02,JP025
2025-11-13 18:17:02,JP026
2025-11-13 18:17:02,JP027
2025-11-13 18:17:02,JP032
2025-11-13 18:17:02,JP033
2025-11-13 18:17:02,JP059
2025-11-13 18:17:02,JP060
2025-11-13 18:17:02,JP061
2025-11-13 18:17:02,JP062
2025-11-13 18:17:02,JP063
2025-11-13 18:17:02,JP064
2025-11-13 18:17:02,JP065
2025-11-13 18:17:02,JP066
2025-11-13 18:17:02,US005
2025-11-13 18:17:02,US012
2025-11-13 18:23:59,B036
2025-11-13 18:23:59,B037
2025-11-13 18:23:59,B110
2025-11-13 18:23:59,B111
2025-11-13 18:23:59,B112
2025-11-13 18:23:59,B113
2025-11-13 18:23:59,B114
2025-11-13 18:23:59,B115
2025-11-13 18:23:59,B141
2025-11-13 18:23:59,B160
2025-11-13 18:23:59,B168
2025-11-13 18:23:59,B169
2025-11-13 18:23:59,B174
2025-11-13 18:23:59,B180
2025-11-13 18:23:59,B199
2025-11-13 18:23:59,B200
2025-11-13 18:23:59,B201
2025-11-13 18:23:59,B202
2025-11-13 18:23:59,B203
2025-11-13 18:23:59,B214
2025-11-13 18:23:59,B220
2025-11-13 18:23:59,B221
2025-11-13 18:23:59,B247
2025-11-13 18:23:59,B248
2025-11-13 18:23:59,B249
2025-11-13 18:23:59,B304
2025-11-13 18:23:59,B305
2025-11-13 18:23:59,B306
2025-11-13 18:23:59,B307
2025-11-13 18:23:59,B308
2025-11-13 18:23:59,B309
2025-11-13 18:23:59,B310
2025-11-13 18:23:59,B311
2025-11-13 18:23:59,B312
2025-11-13 18:23:59,B313
2025-11-13 18:23:59,B314
2025-11-13 18:23:59,B315
2025-11-13 18:23:59,B316
2025-11-13 18:23:59,B332
2025-11-13 18:23:59,B341
2025-11-13 18:23:59,B342
2025-11-13 18:23:59,B343
2025-11-13 18:23:59,B344
2025-11-13 18:23:59,B345
2025-11-13 18:23:59,B346
2025-11-13 18:23:59,B347
2025-11-13 18:23:59,B348
2025-11-13 18:23:59,B349
2025-11-13 18:23:59,B353
2025-11-13 18:23:59,F081
2025-11-13 18:23:59,F175
2025-11-13 18:23:59,F187
2025-11-13 18:23:59,F292
2025-11-13 18:23:59,F293
2025-11-13 18:23:59,F294
2025-11-13 18:23:59,F295
2025-11-13 18:23:59,F394
2025-11-13 18:23:59,G007
2025-11-13 18:23:59,G010
2025-11-13 18:23:59,G020
2025-11-13 18:23:59,G077
2025-11-13 18:23:59,G094
2025-11-13 18:23:59,G095
2025-11-13 18:23:59,G109
2025-11-13 18:23:59,I014
2025-11-13 18:23:59,I049
2025-11-13 18:23:59,I050
2025-11-13 18:23:59,I051
2025-11-13 18:23:59,I052
2025-11-13 18:23:59,I053
2025-11-13 18:23:59,I095
2025-11-13 18:23:59,I096
2025-11-13 18:23:59,I100
2025-11-13 18:23:59,I111
2025-11-13 18:23:59,I123
2025-11-13 18:23:59,I144
2025-11-13 18:23:59,I149
2025-11-13 18:23:59,I178
2025-11-13 18:23:59,I182
2025-11-13 18:23:59,I183
2025-11-13 18:23:59,I184
2025-11-13 18:23:59,I185
2025-11-13 18:23:59,I186
2025-11-13 18:23:59,I187
2025-11-13 18:23:59,I188
2025-11-13 18:23:59,I189
2025-11-13 18:23:59,I190
2025-11-13 18:23:59,I191
2025-11-13 18:23:59,I192
2025-11-13 18:23:59,I204
2025-11-13 18:23:59,I205
2025-11-13 18:23:59,I216
2025-11-13 18:23:59,I231
2025-11-13 18:23:59,I242
2025-11-13 18:23:59,I243
2025-11-13 18:23:59,I244
2025-11-13 18:23:59,I254
2025-11-13 18:23:59,I258
2025-11-13 18:23:59,I259
2025-11-13 18:23:59,I260
2025-11-13 18:23:59,I261
2025-11-13 18:23:59,JP023
2025-11-13 18:23:59,JP024
2025-11-13 18:23:59,JP025
2025-11-13 18:23:59,JP026
2025-11-13 18:23:59,JP027
2025-11-13 18:23:59,JP032
2025-11-13 18:23:59,JP033
2025-11-13 18:23:59,JP059
2025-11-13 18:23:59,JP060
2025-11-13 18:23:59,JP061
2025-11-13 18:23:59,JP062
2025-11-13 18:23:59,JP063
2025-11-13 18:23:59,JP064
2025-11-13 18:23:59,JP065
2025-11-13 18:23:59,JP066
2025-11-13 18:23:59,US005
2025-11-13 18:23:59,US012
2025-11-14 09:08:50,B036
2025-11-14 09:08:50,B037
2025-11-14 09:08:50,B110
2025-11-14 09:08:50,B111
2025-11-14 09:08:50,B112
2025-11-14 09:08:50,B113
2025-11-14 09:08:50,B114
2025-11-14 09:08:50,B115
2025-11-14 09:08:50,B141
2025-11-14 09:08:50,B160
2025-11-14 09:08:50,B168
2025-11-14 09:08:50,B169
2025-11-14 09:08:50,B174
2025-11-14 09:08:50,B180
2025-11-14 09:08:50,B199
2025-11-14 09:08:50,B200
2025-11-14 09:08:50,B201
2025-11-14 09:08:50,B202
2025-11-14 09:08:50,B203
2025-11-14 09:08:50,B214
2025-11-14 09:08:50,B220
2025-11-14 09:08:50,B221
2025-11-14 09:08:50,B247
2025-11-14 09:08:50,B248
2025-11-14 09:08:50,B249
2025-11-14 09:08:50,B304
2025-11-14 09:08:50,B305
2025-11-14 09:08:50,B306
2025-11-14 09:08:50,B307
2025-11-14 09:08:50,B308
2025-11-14 09:08:50,B309
2025-11-14 09:08:50,B310
2025-11-14 09:08:50,B311
2025-11-14 09:08:50,B312
2025-11-14 09:08:50,B313
2025-11-14 09:08:50,B314
2025-11-14 09:08:50,B315
2025-11-14 09:08:50,B316
